id,title,comment_count,upvote_count,view_count,rating_count,average_rating,share_count,exit_count,created_at,username,interaction_type,engagement_score,interaction_rate
151,Unknown Title,10,63,99,32,12,0,27,2023-11-08 18:42:50,kinha,like,1.35,0.63
549,Unknown Title,0,48,97,43,6,1,4,2023-12-04 08:31:00,kinha,like,1.4387755102040816,0.4897959183673469
527,Unknown Title,0,24,87,0,0,0,0,2023-12-02 13:15:04,kinha,like,1.2613636363636365,0.2727272727272727
370,Unknown Title,0,58,58,0,0,0,0,2023-11-21 13:36:31,kinha,like,1.9661016949152543,0.9830508474576272
371,Unknown Title,0,51,5,0,0,0,0,2023-11-21 13:37:02,kinha,like,9.333333333333334,8.5
449,Unknown Title,1,50,18,0,0,0,0,2023-11-29 07:04:08,kinha,like,3.5789473684210527,2.6315789473684212
216,Unknown Title,0,8,52,0,0,0,0,2023-11-13 10:47:17,kinha,like,1.1320754716981132,0.1509433962264151
61,Beff Jezos - More energy is Good e/acc,1,54,42,0,0,0,0,2023-11-02 22:36:54,afrobeezy,like,2.2325581395348837,1.255813953488372
207,Unknown Title,0,54,6,0,0,0,0,2023-11-10 16:25:05,kinha,like,8.571428571428571,7.714285714285714
177,New alarm clock,0,32,54,15,21,0,9,2023-11-09 10:52:47,kinha,like,1.4,0.5818181818181818
189,Unknown Title,0,67,31,0,0,0,0,2023-11-09 11:30:55,kinha,like,3.0625,2.09375
190,Unknown Title,0,71,39,0,0,0,0,2023-11-09 11:31:11,kinha,like,2.75,1.775
1224,Early morning exercise. The world’s greatest medicine. Do you agree_✌🏽#leadership #productivity #service #workout #exercise #medicine,0,25,103,8,48,1,30,2024-09-01 17:29:43,kinha,rate,0.9423076923076923,0.2403846153846154
1385,Dream the impossible dream 🌀,0,1,35,3,43,0,398,2024-12-02 14:19:28,bloomscroller,rate,-10.055555555555555,0.027777777777777776
1371,"Change is a journey, not a race. 🌱
Start slowly, for direction matters more than speed. 🛤️",0,19,81,3,31,1,68,2024-11-27 04:09:28,kinha,rate,0.3902439024390244,0.23170731707317074
1357,Little things that feel like therapy  .....#nature #moody #cinematic #outdoors #moodynature,0,17,102,3,33,0,203,2024-11-24 20:27:31,kinha,rate,-0.8155339805825242,0.1650485436893204
1359,"“We are like waves in the ocean, each with a unique character and quality on the surface, but deep down we are eternally connected to one another and to the ocean as a whole",0,17,75,2,36,0,73,2024-11-24 20:29:40,kinha,rate,0.25,0.2236842105263158
1369,"Comparison is the thief of joy. Remember, your journey is uniquely yours. 💫✨
What's one thing you love most about your own path?

#BeYourself #EmbraceYourJourney #SelfDiscovery",0,16,38,4,35,0,117,2024-11-26 17:41:44,kinha,rate,-1.6153846153846154,0.41025641025641024
1355,Words of wisdom from ‘Nature and the Human Soul- Cultivating Wholeness and Community in a Fragmented World’ by the original spiritual Field Guide Bill Plotkin paired with nature-scenes from various Studio films by the G.O.A.T,0,60,51,3,35,1,16,2024-11-24 20:22:18,kinha,rate,1.8269230769230769,1.1538461538461537
1346,"Soon it'll all be ice, so let's enjoy the water while it's flowing  ....#moody #nature #cinematic #moodynature #naturetherapy",0,48,79,3,41,1,120,2024-11-24 20:14:04,kinha,rate,0.0875,0.6
1379,"When the heart and the mind work together.. ❤️✨- Robert Edward Grant

#robertgrant #robertedwardgrant #heartcoherence #brainheartcoherence #souljourney #soulguidance #surrendertotheflow #spiritualjourney #spiritualgrowth",0,2,17,3,25,2,393,2024-11-28 19:30:23,bloomscroller,rate,-20.77777777777778,0.1111111111111111
1380,"This reminder is so important 🌻↓

Have you paused to truly thank yourself for carrying you this far? For every time you chose to keep going, even when the world felt heavy? Your heart has weathered storms",0,1,24,3,30,0,415,2024-11-28 19:30:43,bloomscroller,rate,-15.6,0.04
1375,Human can make AI that act like you mimic you we are the fragrance of the god,0,1,13,3,30,0,379,2024-11-28 04:12:51,kinha,rate,-26.071428571428573,0.07142857142857142
1341,It’s just as breathtaking beneath the surface as it is above  #nature #outdoors #cinematic #calm #underwater,0,29,102,4,50,1,58,2024-11-24 20:12:11,kinha,rate,0.7087378640776699,0.2815533980582524
1368,"Your energy is your most expensive currency. 💫 Not everyone can afford it, and that’s perfectly fine. Protect your vibe and invest in those who appreciate your true worth. 🌼",0,1,101,4,38,0,88,2024-11-26 17:41:25,kinha,rate,0.13725490196078433,0.00980392156862745
1372,"How would you live?

#fyp #foryou #viral #deepstrongquotes #lifequotes #mentalhealth #sadqoutes #depressionanxiety #quotesthathitdifferent #quotesthathithard #liveyourlife",0,1,8,3,32,0,434,2024-11-28 04:11:40,kinha,rate,-47.22222222222222,0.1111111111111111
1344,Cactus floreciendo.......#flower#blooming#naturelovers#floral#petals#blossom#flowerpower#botanica,0,7,92,3,33,0,141,2024-11-24 20:13:19,kinha,rate,-0.45161290322580644,0.07526881720430108
1356,The universe speaks frequency and responds to your vibrations. What do you want to experience in your life All you have to do is match the frequency of it  Comment the word “Energy” and we’ll send you,0,8,39,3,36,1,36,2024-11-24 20:24:36,kinha,rate,0.275,0.2
1362,"Whether you believe it or not, whether you see it or not, you are surrounded by a field of energy, and this energy has its own rules that determine what can come to you!",0,26,96,3,31,1,151,2024-11-26 02:44:52,kinha,rate,-0.29896907216494845,0.26804123711340205
1364,"Whenever you deeply accept this moment as it is — no matter what form it takes — you are still, you are at peace.” - Eckhart Tolle",0,22,118,3,41,1,128,2024-11-26 17:34:03,kinha,rate,0.10084033613445378,0.18487394957983194
1352,it is what it is #spiritual #spirituality #love #meditation #spiritualawakening #healing #peace #life #wisdom #energy #awakening #motivation #soul #selflove #inspiration #consciousness #lightworker #psychic,0,19,49,2,43,0,44,2024-11-24 20:16:14,kinha,rate,0.48,0.38
1374,"The less I needed, the better I felt. What makes me happy are the days when I find space to breathe, days when I can be myself, with all my feelings, just in the moment. It’s the little things that make my heart leap",0,1,14,3,32,1,383,2024-11-28 04:12:29,kinha,rate,-24.533333333333335,0.06666666666666667
1358,"Peonía rosada floreciendo.La magia de las peonías rosadas en plena floración  Las peonías rosadas son un verdadero espectáculo de la naturaleza. Con sus capas suaves y voluminosas, estas flores simbolizan el amor",0,2,70,3,26,0,85,2024-11-24 20:29:14,kinha,rate,-0.18309859154929578,0.028169014084507043
1367,"Let your silent charm speak louder than words 🌸

#SilentCharm #NatureBeauty #FlowerPower #fyp #nature #selflove #quote #reminder #loveyourself",0,17,62,4,35,1,29,2024-11-26 17:41:07,kinha,rate,0.7936507936507936,0.2698412698412698
1365,"Remember, self-love isn't selfish; it's essential for your well-being. Embrace yourself fully and watch how your life transforms. 💖",0,22,101,3,32,1,76,2024-11-26 17:37:28,kinha,rate,0.46078431372549017,0.21568627450980393
1373,"your growth, visualised with nature 🌳

using part of a short quote by Albert Camus.

#growth #tree #nature",0,1,12,3,35,0,376,2024-11-28 04:12:04,kinha,rate,-27.923076923076923,0.07692307692307693
1370,"The poetry of the earth is never dead🌸

#fyp #earthfocus #earthpix #natureholic #naturelovers #flowerstagram #daisy #dailyquotes #loveyourself #beown #relax #natureza #peaceofmind #bloom_of_nature",0,14,91,2,31,1,59,2024-11-26 17:42:08,kinha,rate,0.5,0.15217391304347827
1342,Flower Blooming   #FlowerPower #BloomTime #FloralFantasy #PetalsPerfection #NatureBlooms #FlowerMagic #SpringBlossoms #FlowerGarden #FlowerLove #BotanicalBeauty,0,5,94,4,48,1,139,2024-11-24 20:12:32,kinha,rate,-0.42105263157894735,0.05263157894736842
1377,"All the moms out there 🤍

song: GOOD DAY by Forrest Frank

inspo: @fultonleemusic",0,0,27,3,40,1,498,2024-11-28 19:16:55,kinha,rate,-16.821428571428573,0.0
798,The greatest man in history Jesus. Matthew 20-19  He said He would and that He is the Son of God as He claimed to be. Christ is alive! He is living today,0,27,94,6,34,1,0,2024-04-08 05:26:07,kinha,rate,1.2736842105263158,0.28421052631578947
414,Unknown Title,0,19,79,8,40,0,4,2023-11-24 04:10:10,kinha,rate,1.175,0.2375
774,tiktok removed my last vid  -,0,47,48,7,43,0,0,2024-04-05 19:49:40,kinha,rate,1.9387755102040816,0.9591836734693877
790,5 Bible Verses To Invite The Presence Of God,0,4,67,10,36,0,0,2024-04-08 05:15:23,kinha,rate,1.0441176470588236,0.058823529411764705
1277,Did you know this new memecoin on Solana_ 🥶👀 Let me know what you think about this crypto! 👇🏻 #crypto #cryptok #memecoin #altcoin #cryptonews #solana,0,22,93,5,23,0,80,2024-10-04 18:11:45,kinha,rate,0.3723404255319149,0.23404255319148937
871,Know that the loard he is god jesus,0,50,99,7,36,0,0,2024-04-11 03:48:09,kinha,rate,1.49,0.5
1286,Successful Night 🤩 #memecoins #trading #cryptocurrency #crypto #fyp #solana #SOL #pumpfun #nocturnal,0,38,85,13,21,0,66,2024-10-04 18:20:32,kinha,rate,0.6627906976744186,0.4418604651162791
1265,#crypto #cryptotrading #memecoin #solmemecoins #solanamemecoin,0,21,112,5,20,0,125,2024-10-04 17:56:54,kinha,rate,0.07079646017699115,0.18584070796460178
1217,Writing of gratitude in a journal allows you to relive the more beautiful parts of your life on a daily basis.#leadership #productivity #service,0,26,74,5,36,0,20,2024-08-29 13:34:28,kinha,rate,1.0666666666666667,0.3466666666666667
167,Unknown Title,2,42,91,10,41,1,0,2023-11-09 09:24:03,kinha,rate,1.4456521739130435,0.45652173913043476
1304,Welcome to the beginning of something Amazing!! We are alive!!!! Hahahhaha coff coff.  $FROGGYBOOM #token #solana #meme #memecoin #trump2024,2,38,68,4,20,0,138,2024-10-07 14:10:13,kinha,rate,-0.463768115942029,0.5507246376811594
1285,Strategies I use to trade crypto memecoins and actually be profitable  #crypto #memecoins #solana #trading,0,5,48,2,18,0,180,2024-10-04 18:19:52,kinha,rate,-2.5918367346938775,0.10204081632653061
1305,$cost meme on solana.  Culture of solana token.  #crypto #meme #crown #1000x @CultureofSolanaToken,0,19,71,8,21,0,212,2024-10-07 14:19:01,kinha,rate,-1.6944444444444444,0.2638888888888889
1297,Why You Should Keep An Eye On Solana! #crypto #bitcoin #solana #shorts #viralshorts #trending #fyp,0,14,97,4,20,0,97,2024-10-05 07:44:15,kinha,rate,0.14285714285714285,0.14285714285714285
1263,Trading memecoins in 2024 ____ $DUKO ON SOLANA #memecoins #memecoin #solana,0,57,103,15,15,1,209,2024-10-02 14:07:19,kinha,rate,-0.47115384615384615,0.5480769230769231
1276,Daily realisation #trading #crypto #bitcoin #ethereum #solana #memecoins,0,50,88,9,21,0,80,2024-10-04 18:10:59,kinha,rate,0.651685393258427,0.5617977528089888
1299,Get to Work 🏗️ #crypto #solana #memecoin #mrow #shorts,0,13,87,3,18,0,90,2024-10-05 07:45:03,kinha,rate,0.11363636363636363,0.14772727272727273
1264,#crypto #cryptotrading #memecoin #solmemecoins #solanamemecoin (1),0,30,84,10,18,0,163,2024-10-04 17:56:08,kinha,rate,-0.5764705882352941,0.35294117647058826
1313,solana.memecoins - 7367640108956175649,0,42,81,6,20,0,33,2024-10-07 15:57:34,kinha,rate,1.0975609756097562,0.5121951219512195
1294,100x on solana memecoin MOODENG because of this memecoin signal server  #memecoin #crypto #moodeng,1,33,103,5,21,1,114,2024-10-05 07:33:08,kinha,rate,0.21153846153846154,0.3173076923076923
1283,Pump fun and the trenches in shambles #pumpfun #solana #memecoins,0,20,110,6,26,0,23,2024-10-04 18:17:57,kinha,rate,0.963963963963964,0.18018018018018017
1284,Solana Buntun bridge  #ctto#sunset #Solana#calm #sky #fyp #trendingvideo,5,63,70,2,16,0,48,2024-10-04 18:19:00,kinha,rate,1.1971830985915493,0.8873239436619719
1307,stevencrypto321 - 7412525180750433582,0,24,92,2,17,0,131,2024-10-07 15:37:11,kinha,rate,-0.16129032258064516,0.25806451612903225
1291,Can Moo Deng’s MEME COIN GO HIGHER_ #shorts,0,4,84,5,20,0,17,2024-10-05 07:28:20,kinha,rate,0.8352941176470589,0.047058823529411764
1302,videoplayback,0,4,100,2,21,0,58,2024-10-05 07:55:30,kinha,rate,0.45544554455445546,0.039603960396039604
1308,$COST culture of solana token,0,13,85,3,15,1,116,2024-10-07 15:37:30,kinha,rate,-0.20930232558139536,0.1511627906976744
1312,Culture of solana $COST.  New META for bullrun #crypto #meme #bullrun #crown #Culture #bitcoin #cost #altcoin #crwon #100x. #1000x  @CultureofSolanaToken,2,29,90,5,14,0,129,2024-10-07 15:53:32,kinha,rate,-0.10989010989010989,0.31868131868131866
1309,#cryptomeme #solana #shitcoins #memecoin,0,61,78,7,18,0,102,2024-10-07 15:40:49,kinha,rate,0.46835443037974683,0.7721518987341772
1287,Trading memecoins #memecoin #solana #bitcoin #funny #usa #fyp #animation #animationmeme #memecoins #2d #foryou #foryoupage #repost #viraltiktok,0,1,81,8,17,0,109,2024-10-04 18:24:34,kinha,rate,-0.32926829268292684,0.012195121951219513
1301,🚀 Best memecoins on Tron,0,1,98,3,18,0,136,2024-10-05 07:51:49,kinha,rate,-0.37373737373737376,0.010101010101010102
1306,Culture of Solana Token $COST.   #  2024  Trump.  Trump Supporters,0,17,120,8,21,0,113,2024-10-07 15:33:31,kinha,rate,0.19834710743801653,0.14049586776859505
1266,#crypto #memecoins to buy today! SCF on my radar! My post is NFA.  #cryptomemecoin #solanamemecoin #newmemecoin #solanacoin #solanamemes,0,9,74,2,17,0,37,2024-10-04 17:57:38,kinha,rate,0.6133333333333333,0.12
1262,Solana price prediction in 2025! #solana #sol #altcoins #altcoin #crypto #cryptocurrency #eth #bnb #dot #xrp #avax #ada #btc,0,20,120,6,21,0,95,2024-10-01 10:23:28,kinha,rate,0.371900826446281,0.1652892561983471
1256,Memecoins are wild! #trading #crypto #sol #solana #memecoins #bonk #altcoins #btc,0,49,101,3,18,1,61,2024-09-12 12:44:15,kinha,rate,0.8725490196078431,0.4803921568627451
1311,Love to see this #solana #crypto #shitcoins #meme #bitcoin,0,43,69,15,17,3,71,2024-10-07 15:53:13,kinha,rate,0.5857142857142857,0.6142857142857143
1289,Who else has trades the EXACT same way 😭💰 #crypto #finance #wealth #crytocurrency #money #solana #memecoins,0,21,98,6,20,0,115,2024-10-04 18:26:08,kinha,rate,0.04040404040404041,0.21212121212121213
1295,🚀 MOO DENG Solana Meme Coin Hits $70M Market Cap in Just Two Weeks! 🐮💥,0,14,94,3,15,0,50,2024-10-05 07:35:39,kinha,rate,0.6105263157894737,0.14736842105263157
1255,Shinobi ninja is the play for 2024! Solana is beating eth in every metric. Dont be a jeet #endthestruggletogether #token2049 #shinonbininja #nkds,0,53,85,13,18,0,46,2024-09-12 12:42:45,kinha,rate,1.069767441860465,0.6162790697674418
1282,Nice bit of Sunday news #solana #solanamemecoin #solanamemes #trending #memecoin #bullrun2024,0,7,93,3,18,0,56,2024-10-04 18:16:38,kinha,rate,0.46808510638297873,0.07446808510638298
1300,Moodeng made people millionaires⁉️🤯#crypto #shorts  #moodeng #hippo #memecoin #viralvideo,3,49,88,16,19,3,92,2024-10-05 07:48:54,kinha,rate,0.5056179775280899,0.550561797752809
1314,😂#SOLANA #memecoin #crypto #dexscreener #bullrun,0,66,95,7,21,0,81,2024-10-07 16:02:23,kinha,rate,0.8333333333333334,0.6875
1303,Welcomr to RoroLand #cryptocurrency #meme #token #solana,0,18,74,4,21,0,101,2024-10-07 14:09:18,kinha,rate,-0.12,0.24
1288,Trading memecoins in 2024 ____ $DUKO ON SOLANA #memecoins #memecoin #solana,1,11,81,15,18,0,208,2024-10-04 18:25:19,kinha,rate,-1.4146341463414633,0.13414634146341464
1292,Day 22 turning $100 into 100000 by trading meme coins #trading #memecoin #crypto #solana,3,26,109,25,19,5,225,2024-10-05 07:29:00,kinha,rate,-0.8181818181818182,0.23636363636363636
1298,Is $BOME Token Halal_ Is $BOME Token Shariah Compliant_ #shorts #crypto #halalcrypto,0,5,93,2,13,0,205,2024-10-05 07:44:44,kinha,rate,-1.1382978723404256,0.05319148936170213
1290,Solana's MYRO Takes the Meme Coin Throne in SHOCKING Upset,0,14,86,4,19,0,59,2024-10-05 07:23:47,kinha,rate,0.47126436781609193,0.16091954022988506
1252,Solana is heading up 📈,0,72,114,4,15,0,164,2024-09-12 12:19:57,michaeldadziie,rate,0.19130434782608696,0.6260869565217392
1257,Take part #solana #cryptonews,0,57,81,4,14,0,146,2024-09-12 12:44:38,kinha,rate,-0.0975609756097561,0.6951219512195121
816,The story of prophet Elijah proving who the real God is,0,49,55,11,45,1,0,2024-04-09 09:38:16,kinha,rate,1.8571428571428572,0.875
1246,“The Blame Game…” 🤍 - Sara Al Madani - Credits_ On a Mission - #lifeadvices #lifequote #mindsetgrowth #mindsetmatter #realtalks #saraalmadani #blamegame,1,70,68,5,35,3,41,2024-09-03 16:07:45,kinha,rate,1.4057971014492754,1.0144927536231885
1223,"As you rise in human maturity, you’ll be less interested in trivial pursuits.And you will ascend toward a happiness that knows few bounds. And a peace that requires no luxuries",0,23,86,1,22,0,40,2024-09-01 17:29:22,kinha,rate,0.7931034482758621,0.26436781609195403
1253,Replying to @Thomas darya You are right for some! #pepe #crypto #memecoins,0,42,94,6,16,0,113,2024-09-12 12:38:46,kinha,rate,0.24210526315789474,0.4421052631578947
1227,Hope… sometimes its all we have. #wisdom #motivation #dailyinspiration,0,30,36,1,25,0,13,2024-09-01 17:31:24,kinha,rate,1.4324324324324325,0.8108108108108109
1258,Risposta a @Franky Sospiry  Do you hold SOLANA_ 👀 Let me know what coin I should do next 👇🏻🤯 #solana #sol #altcoin #crypto,1,46,92,3,16,0,103,2024-09-12 12:45:03,kinha,rate,0.3763440860215054,0.4946236559139785
1236,‘Love thyself’. #motivation #inspiration #dailywisdom,0,62,84,1,23,3,90,2024-09-02 19:49:23,kinha,rate,0.6588235294117647,0.7294117647058823
1230,Many talk of “hustle” these days. But the idea that working longer and harder makes you more productive and better is outdated.This quick episode walks you through my philosophy on this essential insight,0,29,69,6,44,0,66,2024-09-01 17:36:42,kinha,rate,0.45714285714285713,0.4142857142857143
1100,Cheri Mah in The Diary of a CEO hosted by @Steven Bartlett 🤯 - #sleeptime #sleeptips #naps #thediaryofaceo .mp4,0,69,58,4,35,0,5,2024-08-08 16:08:50,kinha,rate,2.0677966101694913,1.1694915254237288
789,jesus..is..my..hero,0,56,72,7,43,0,0,2024-04-08 05:14:51,kinha,rate,1.7534246575342465,0.7671232876712328
1207,Women love it when you make plans… 💯 - Credits_ YMH Studios #relationshipadviceformen #relationshipsadvice #relationshiptip #relationshipadvicefortheguys #realtalks,0,55,82,3,31,0,70,2024-08-28 16:31:12,kinha,rate,0.8072289156626506,0.6626506024096386
1238,That’s so much worse… 😬 - Matt Rife - #friendshipquote #friendshiptip #relationshipsadvice #relationshiptip #realtalks #mattrife,0,50,111,1,29,0,78,2024-09-02 20:01:44,kinha,rate,0.7410714285714286,0.44642857142857145
1209,Mind coloring… never thought of it that way. #wisdom #daikymotivation #dailyinspiration,0,3,67,3,29,0,38,2024-08-28 16:33:12,kinha,rate,0.47058823529411764,0.04411764705882353
11,Recipe for a flow state,0,45,61,7,36,8,0,2023-10-23 19:20:07,afrobeezy,rate,1.7096774193548387,0.7258064516129032
1213,Type YES if you agree 🙏🏽 #leadership #productivity #service #critics,0,60,53,1,27,0,145,2024-08-29 13:32:27,kinha,rate,-0.5925925925925926,1.1111111111111112
1110,You can win the “Rat Race” but you will still be a “Rat”… sometimes a small push can send you on a wonder spiritual journey for the rest of your life. #amazing #spirituality #motivation #wisdom,0,56,77,5,35,1,0,2024-08-09 18:25:10,kinha,rate,1.705128205128205,0.717948717948718
892,"New Urgent Message from GOD Only for You, Come Love Of GOD is Calling You, Lord Helps",0,26,49,2,28,0,0,2024-04-12 03:01:55,kinha,rate,1.5,0.52
641,3 types of people you will encounter in life.,0,44,52,8,35,0,0,2024-03-25 11:11:06,kinha,rate,1.8113207547169812,0.8301886792452831
34,Learn to think,0,67,36,8,36,0,0,2023-10-26 20:08:49,afrobeezy,rate,2.7837837837837838,1.8108108108108107
