id,title,comment_count,upvote_count,view_count,rating_count,average_rating,share_count,created_at,username,interaction_type,engagement_score,interaction_rate
997,Words are like keys,1,44,75,0,0,0,2024-04-18 08:41:59,mridul,like,,
84,Just focus on today.,0,84,97,10,29,0,2023-11-06 13:01:31,kinha,like,,
898,A Special Message From GOD Only For YOU  You Must Hear This  Lord Helps,0,55,55,6,36,0,2024-04-12 03:04:21,kinha,like,,
702,Jai Shri Ram   Manojavam Marutatulya,0,33,87,0,0,0,2024-04-02 10:26:19,kinha,like,,
619,Unknown Title,2,35,71,0,0,0,2023-12-13 02:12:43,kinha,like,,
662,Jai Shree Ram,0,54,65,0,0,0,2024-03-30 18:45:00,kinha,like,,
663,Jai Shri Ram   Raghunandana from HanuMan 2024 movie Credits to Artists for the Artworks (Source- Pintrest),0,71,78,0,0,0,2024-03-30 19:08:43,kinha,like,,
664,flarefyfacts - 7327961407444552965,0,34,46,0,0,0,2024-03-30 19:18:22,kinha,like,,
39,take the holy vible pill :),0,37,70,5,36,1,2023-10-30 15:08:33,mike,like,,
38,meditate🧘‍♂️,0,45,87,16,16,0,2023-10-30 15:03:10,mike,like,,
82,Decide to be extraodinary and do,0,33,88,5,31,0,2023-11-06 12:50:17,kinha,like,,
151,Unknown Title,10,63,99,32,12,0,2023-11-08 18:42:50,kinha,like,,
549,Unknown Title,0,48,97,43,6,1,2023-12-04 08:31:00,kinha,like,,
527,Unknown Title,0,24,87,0,0,0,2023-12-02 13:15:04,kinha,like,,
370,Unknown Title,0,58,58,0,0,0,2023-11-21 13:36:31,kinha,like,,
371,Unknown Title,0,51,5,0,0,0,2023-11-21 13:37:02,kinha,like,,
449,Unknown Title,1,50,18,0,0,0,2023-11-29 07:04:08,kinha,like,,
216,Unknown Title,0,8,52,0,0,0,2023-11-13 10:47:17,kinha,like,,
61,Beff Jezos - More energy is Good e/acc,1,54,42,0,0,0,2023-11-02 22:36:54,afrobeezy,like,,
207,Unknown Title,0,54,6,0,0,0,2023-11-10 16:25:05,kinha,like,,
177,New alarm clock,0,32,54,15,21,0,2023-11-09 10:52:47,kinha,like,,
189,Unknown Title,0,67,31,0,0,0,2023-11-09 11:30:55,kinha,like,,
190,Unknown Title,0,71,39,0,0,0,2023-11-09 11:31:11,kinha,like,,
1224,Early morning exercise. The world’s greatest medicine. Do you agree_✌🏽#leadership #productivity #service #workout #exercise #medicine,0,25,103,8,48,1,2024-09-01 17:29:43,kinha,rate,,
1385,Dream the impossible dream 🌀,0,1,35,3,43,0,2024-12-02 14:19:28,bloomscroller,rate,,
1371,"Change is a journey, not a race. 🌱
Start slowly, for direction matters more than speed. 🛤️",0,19,81,3,31,1,2024-11-27 04:09:28,kinha,rate,,
1357,Little things that feel like therapy  .....#nature #moody #cinematic #outdoors #moodynature,0,17,102,3,33,0,2024-11-24 20:27:31,kinha,rate,,
1359,"“We are like waves in the ocean, each with a unique character and quality on the surface, but deep down we are eternally connected to one another and to the ocean as a whole",0,17,75,2,36,0,2024-11-24 20:29:40,kinha,rate,,
1369,"Comparison is the thief of joy. Remember, your journey is uniquely yours. 💫✨
What's one thing you love most about your own path?

#BeYourself #EmbraceYourJourney #SelfDiscovery",0,16,38,4,35,0,2024-11-26 17:41:44,kinha,rate,,
1355,Words of wisdom from ‘Nature and the Human Soul- Cultivating Wholeness and Community in a Fragmented World’ by the original spiritual Field Guide Bill Plotkin paired with nature-scenes from various Studio films by the G.O.A.T,0,60,51,3,35,1,2024-11-24 20:22:18,kinha,rate,,
1346,"Soon it'll all be ice, so let's enjoy the water while it's flowing  ....#moody #nature #cinematic #moodynature #naturetherapy",0,48,79,3,41,1,2024-11-24 20:14:04,kinha,rate,,
1379,"When the heart and the mind work together.. ❤️✨- Robert Edward Grant

#robertgrant #robertedwardgrant #heartcoherence #brainheartcoherence #souljourney #soulguidance #surrendertotheflow #spiritualjourney #spiritualgrowth",0,2,17,3,25,2,2024-11-28 19:30:23,bloomscroller,rate,,
1380,"This reminder is so important 🌻↓

Have you paused to truly thank yourself for carrying you this far? For every time you chose to keep going, even when the world felt heavy? Your heart has weathered storms",0,1,24,3,30,0,2024-11-28 19:30:43,bloomscroller,rate,,
1375,Human can make AI that act like you mimic you we are the fragrance of the god,0,1,13,3,30,0,2024-11-28 04:12:51,kinha,rate,,
1341,It’s just as breathtaking beneath the surface as it is above  #nature #outdoors #cinematic #calm #underwater,0,29,102,4,50,1,2024-11-24 20:12:11,kinha,rate,,
1368,"Your energy is your most expensive currency. 💫 Not everyone can afford it, and that’s perfectly fine. Protect your vibe and invest in those who appreciate your true worth. 🌼",0,1,101,4,38,0,2024-11-26 17:41:25,kinha,rate,,
1372,"How would you live?

#fyp #foryou #viral #deepstrongquotes #lifequotes #mentalhealth #sadqoutes #depressionanxiety #quotesthathitdifferent #quotesthathithard #liveyourlife",0,1,8,3,32,0,2024-11-28 04:11:40,kinha,rate,,
1344,Cactus floreciendo.......#flower#blooming#naturelovers#floral#petals#blossom#flowerpower#botanica,0,7,92,3,33,0,2024-11-24 20:13:19,kinha,rate,,
1356,The universe speaks frequency and responds to your vibrations. What do you want to experience in your life All you have to do is match the frequency of it  Comment the word “Energy” and we’ll send you,0,8,39,3,36,1,2024-11-24 20:24:36,kinha,rate,,
1362,"Whether you believe it or not, whether you see it or not, you are surrounded by a field of energy, and this energy has its own rules that determine what can come to you!",0,26,96,3,31,1,2024-11-26 02:44:52,kinha,rate,,
1364,"Whenever you deeply accept this moment as it is — no matter what form it takes — you are still, you are at peace.” - Eckhart Tolle",0,22,118,3,41,1,2024-11-26 17:34:03,kinha,rate,,
1352,it is what it is #spiritual #spirituality #love #meditation #spiritualawakening #healing #peace #life #wisdom #energy #awakening #motivation #soul #selflove #inspiration #consciousness #lightworker #psychic,0,19,49,2,43,0,2024-11-24 20:16:14,kinha,rate,,
1374,"The less I needed, the better I felt. What makes me happy are the days when I find space to breathe, days when I can be myself, with all my feelings, just in the moment. It’s the little things that make my heart leap",0,1,14,3,32,1,2024-11-28 04:12:29,kinha,rate,,
1358,"Peonía rosada floreciendo.La magia de las peonías rosadas en plena floración  Las peonías rosadas son un verdadero espectáculo de la naturaleza. Con sus capas suaves y voluminosas, estas flores simbolizan el amor",0,2,70,3,26,0,2024-11-24 20:29:14,kinha,rate,,
1367,"Let your silent charm speak louder than words 🌸

#SilentCharm #NatureBeauty #FlowerPower #fyp #nature #selflove #quote #reminder #loveyourself",0,17,62,4,35,1,2024-11-26 17:41:07,kinha,rate,,
1365,"Remember, self-love isn't selfish; it's essential for your well-being. Embrace yourself fully and watch how your life transforms. 💖",0,22,101,3,32,1,2024-11-26 17:37:28,kinha,rate,,
1373,"your growth, visualised with nature 🌳

using part of a short quote by Albert Camus.

#growth #tree #nature",0,1,12,3,35,0,2024-11-28 04:12:04,kinha,rate,,
1370,"The poetry of the earth is never dead🌸

#fyp #earthfocus #earthpix #natureholic #naturelovers #flowerstagram #daisy #dailyquotes #loveyourself #beown #relax #natureza #peaceofmind #bloom_of_nature",0,14,91,2,31,1,2024-11-26 17:42:08,kinha,rate,,
1342,Flower Blooming   #FlowerPower #BloomTime #FloralFantasy #PetalsPerfection #NatureBlooms #FlowerMagic #SpringBlossoms #FlowerGarden #FlowerLove #BotanicalBeauty,0,5,94,4,48,1,2024-11-24 20:12:32,kinha,rate,,
1377,"All the moms out there 🤍

song: GOOD DAY by Forrest Frank

inspo: @fultonleemusic",0,0,27,3,40,1,2024-11-28 19:16:55,kinha,rate,,
798,The greatest man in history Jesus. Matthew 20-19  He said He would and that He is the Son of God as He claimed to be. Christ is alive! He is living today,0,27,94,6,34,1,2024-04-08 05:26:07,kinha,rate,,
414,Unknown Title,0,19,79,8,40,0,2023-11-24 04:10:10,kinha,rate,,
774,tiktok removed my last vid  -,0,47,48,7,43,0,2024-04-05 19:49:40,kinha,rate,,
790,5 Bible Verses To Invite The Presence Of God,0,4,67,10,36,0,2024-04-08 05:15:23,kinha,rate,,
1277,Did you know this new memecoin on Solana_ 🥶👀 Let me know what you think about this crypto! 👇🏻 #crypto #cryptok #memecoin #altcoin #cryptonews #solana,0,22,93,5,23,0,2024-10-04 18:11:45,kinha,rate,,
871,Know that the loard he is god jesus,0,50,99,7,36,0,2024-04-11 03:48:09,kinha,rate,,
1286,Successful Night 🤩 #memecoins #trading #cryptocurrency #crypto #fyp #solana #SOL #pumpfun #nocturnal,0,38,85,13,21,0,2024-10-04 18:20:32,kinha,rate,,
1265,#crypto #cryptotrading #memecoin #solmemecoins #solanamemecoin,0,21,112,5,20,0,2024-10-04 17:56:54,kinha,rate,,
1217,Writing of gratitude in a journal allows you to relive the more beautiful parts of your life on a daily basis.#leadership #productivity #service,0,26,74,5,36,0,2024-08-29 13:34:28,kinha,rate,,
167,Unknown Title,2,42,91,10,41,1,2023-11-09 09:24:03,kinha,rate,,
1304,Welcome to the beginning of something Amazing!! We are alive!!!! Hahahhaha coff coff.  $FROGGYBOOM #token #solana #meme #memecoin #trump2024,2,38,68,4,20,0,2024-10-07 14:10:13,kinha,rate,,
1285,Strategies I use to trade crypto memecoins and actually be profitable  #crypto #memecoins #solana #trading,0,5,48,2,18,0,2024-10-04 18:19:52,kinha,rate,,
1305,$cost meme on solana.  Culture of solana token.  #crypto #meme #crown #1000x @CultureofSolanaToken,0,19,71,8,21,0,2024-10-07 14:19:01,kinha,rate,,
1297,Why You Should Keep An Eye On Solana! #crypto #bitcoin #solana #shorts #viralshorts #trending #fyp,0,14,97,4,20,0,2024-10-05 07:44:15,kinha,rate,,
1263,Trading memecoins in 2024 ____ $DUKO ON SOLANA #memecoins #memecoin #solana,0,57,103,15,15,1,2024-10-02 14:07:19,kinha,rate,,
1276,Daily realisation #trading #crypto #bitcoin #ethereum #solana #memecoins,0,50,88,9,21,0,2024-10-04 18:10:59,kinha,rate,,
1299,Get to Work 🏗️ #crypto #solana #memecoin #mrow #shorts,0,13,87,3,18,0,2024-10-05 07:45:03,kinha,rate,,
1264,#crypto #cryptotrading #memecoin #solmemecoins #solanamemecoin (1),0,30,84,10,18,0,2024-10-04 17:56:08,kinha,rate,,
1313,solana.memecoins - 7367640108956175649,0,42,81,6,20,0,2024-10-07 15:57:34,kinha,rate,,
1294,100x on solana memecoin MOODENG because of this memecoin signal server  #memecoin #crypto #moodeng,1,33,103,5,21,1,2024-10-05 07:33:08,kinha,rate,,
1283,Pump fun and the trenches in shambles #pumpfun #solana #memecoins,0,20,110,6,26,0,2024-10-04 18:17:57,kinha,rate,,
1284,Solana Buntun bridge  #ctto#sunset #Solana#calm #sky #fyp #trendingvideo,5,63,70,2,16,0,2024-10-04 18:19:00,kinha,rate,,
1307,stevencrypto321 - 7412525180750433582,0,24,92,2,17,0,2024-10-07 15:37:11,kinha,rate,,
1291,Can Moo Deng’s MEME COIN GO HIGHER_ #shorts,0,4,84,5,20,0,2024-10-05 07:28:20,kinha,rate,,
1302,videoplayback,0,4,100,2,21,0,2024-10-05 07:55:30,kinha,rate,,
1308,$COST culture of solana token,0,13,85,3,15,1,2024-10-07 15:37:30,kinha,rate,,
1312,Culture of solana $COST.  New META for bullrun #crypto #meme #bullrun #crown #Culture #bitcoin #cost #altcoin #crwon #100x. #1000x  @CultureofSolanaToken,2,29,90,5,14,0,2024-10-07 15:53:32,kinha,rate,,
1309,#cryptomeme #solana #shitcoins #memecoin,0,61,78,7,18,0,2024-10-07 15:40:49,kinha,rate,,
1287,Trading memecoins #memecoin #solana #bitcoin #funny #usa #fyp #animation #animationmeme #memecoins #2d #foryou #foryoupage #repost #viraltiktok,0,1,81,8,17,0,2024-10-04 18:24:34,kinha,rate,,
1301,🚀 Best memecoins on Tron,0,1,98,3,18,0,2024-10-05 07:51:49,kinha,rate,,
1306,Culture of Solana Token $COST.   #  2024  Trump.  Trump Supporters,0,17,120,8,21,0,2024-10-07 15:33:31,kinha,rate,,
1266,#crypto #memecoins to buy today! SCF on my radar! My post is NFA.  #cryptomemecoin #solanamemecoin #newmemecoin #solanacoin #solanamemes,0,9,74,2,17,0,2024-10-04 17:57:38,kinha,rate,,
1262,Solana price prediction in 2025! #solana #sol #altcoins #altcoin #crypto #cryptocurrency #eth #bnb #dot #xrp #avax #ada #btc,0,20,120,6,21,0,2024-10-01 10:23:28,kinha,rate,,
1256,Memecoins are wild! #trading #crypto #sol #solana #memecoins #bonk #altcoins #btc,0,49,101,3,18,1,2024-09-12 12:44:15,kinha,rate,,
1311,Love to see this #solana #crypto #shitcoins #meme #bitcoin,0,43,69,15,17,3,2024-10-07 15:53:13,kinha,rate,,
1289,Who else has trades the EXACT same way 😭💰 #crypto #finance #wealth #crytocurrency #money #solana #memecoins,0,21,98,6,20,0,2024-10-04 18:26:08,kinha,rate,,
1295,🚀 MOO DENG Solana Meme Coin Hits $70M Market Cap in Just Two Weeks! 🐮💥,0,14,94,3,15,0,2024-10-05 07:35:39,kinha,rate,,
1255,Shinobi ninja is the play for 2024! Solana is beating eth in every metric. Dont be a jeet #endthestruggletogether #token2049 #shinonbininja #nkds,0,53,85,13,18,0,2024-09-12 12:42:45,kinha,rate,,
1282,Nice bit of Sunday news #solana #solanamemecoin #solanamemes #trending #memecoin #bullrun2024,0,7,93,3,18,0,2024-10-04 18:16:38,kinha,rate,,
1300,Moodeng made people millionaires⁉️🤯#crypto #shorts  #moodeng #hippo #memecoin #viralvideo,3,49,88,16,19,3,2024-10-05 07:48:54,kinha,rate,,
1314,😂#SOLANA #memecoin #crypto #dexscreener #bullrun,0,66,95,7,21,0,2024-10-07 16:02:23,kinha,rate,,
1303,Welcomr to RoroLand #cryptocurrency #meme #token #solana,0,18,74,4,21,0,2024-10-07 14:09:18,kinha,rate,,
1288,Trading memecoins in 2024 ____ $DUKO ON SOLANA #memecoins #memecoin #solana,1,11,81,15,18,0,2024-10-04 18:25:19,kinha,rate,,
1292,Day 22 turning $100 into 100000 by trading meme coins #trading #memecoin #crypto #solana,3,26,109,25,19,5,2024-10-05 07:29:00,kinha,rate,,
1298,Is $BOME Token Halal_ Is $BOME Token Shariah Compliant_ #shorts #crypto #halalcrypto,0,5,93,2,13,0,2024-10-05 07:44:44,kinha,rate,,
1290,Solana's MYRO Takes the Meme Coin Throne in SHOCKING Upset,0,14,86,4,19,0,2024-10-05 07:23:47,kinha,rate,,
1252,Solana is heading up 📈,0,72,114,4,15,0,2024-09-12 12:19:57,michaeldadziie,rate,,
1257,Take part #solana #cryptonews,0,57,81,4,14,0,2024-09-12 12:44:38,kinha,rate,,
816,The story of prophet Elijah proving who the real God is,0,49,55,11,45,1,2024-04-09 09:38:16,kinha,rate,,
1246,“The Blame Game…” 🤍 - Sara Al Madani - Credits_ On a Mission - #lifeadvices #lifequote #mindsetgrowth #mindsetmatter #realtalks #saraalmadani #blamegame,1,70,68,5,35,3,2024-09-03 16:07:45,kinha,rate,,
1223,"As you rise in human maturity, you’ll be less interested in trivial pursuits.And you will ascend toward a happiness that knows few bounds. And a peace that requires no luxuries",0,23,86,1,22,0,2024-09-01 17:29:22,kinha,rate,,
1253,Replying to @Thomas darya You are right for some! #pepe #crypto #memecoins,0,42,94,6,16,0,2024-09-12 12:38:46,kinha,rate,,
1227,Hope… sometimes its all we have. #wisdom #motivation #dailyinspiration,0,30,36,1,25,0,2024-09-01 17:31:24,kinha,rate,,
1258,Risposta a @Franky Sospiry  Do you hold SOLANA_ 👀 Let me know what coin I should do next 👇🏻🤯 #solana #sol #altcoin #crypto,1,46,92,3,16,0,2024-09-12 12:45:03,kinha,rate,,
1236,‘Love thyself’. #motivation #inspiration #dailywisdom,0,62,84,1,23,3,2024-09-02 19:49:23,kinha,rate,,
1230,Many talk of “hustle” these days. But the idea that working longer and harder makes you more productive and better is outdated.This quick episode walks you through my philosophy on this essential insight,0,29,69,6,44,0,2024-09-01 17:36:42,kinha,rate,,
1100,Cheri Mah in The Diary of a CEO hosted by @Steven Bartlett 🤯 - #sleeptime #sleeptips #naps #thediaryofaceo .mp4,0,69,58,4,35,0,2024-08-08 16:08:50,kinha,rate,,
789,jesus..is..my..hero,0,56,72,7,43,0,2024-04-08 05:14:51,kinha,rate,,
1207,Women love it when you make plans… 💯 - Credits_ YMH Studios #relationshipadviceformen #relationshipsadvice #relationshiptip #relationshipadvicefortheguys #realtalks,0,55,82,3,31,0,2024-08-28 16:31:12,kinha,rate,,
1238,That’s so much worse… 😬 - Matt Rife - #friendshipquote #friendshiptip #relationshipsadvice #relationshiptip #realtalks #mattrife,0,50,111,1,29,0,2024-09-02 20:01:44,kinha,rate,,
1209,Mind coloring… never thought of it that way. #wisdom #daikymotivation #dailyinspiration,0,3,67,3,29,0,2024-08-28 16:33:12,kinha,rate,,
11,Recipe for a flow state,0,45,61,7,36,8,2023-10-23 19:20:07,afrobeezy,rate,,
1213,Type YES if you agree 🙏🏽 #leadership #productivity #service #critics,0,60,53,1,27,0,2024-08-29 13:32:27,kinha,rate,,
1110,You can win the “Rat Race” but you will still be a “Rat”… sometimes a small push can send you on a wonder spiritual journey for the rest of your life. #amazing #spirituality #motivation #wisdom,0,56,77,5,35,1,2024-08-09 18:25:10,kinha,rate,,
892,"New Urgent Message from GOD Only for You, Come Love Of GOD is Calling You, Lord Helps",0,26,49,2,28,0,2024-04-12 03:01:55,kinha,rate,,
641,3 types of people you will encounter in life.,0,44,52,8,35,0,2024-03-25 11:11:06,kinha,rate,,
34,Learn to think,0,67,36,8,36,0,2023-10-26 20:08:49,afrobeezy,rate,,
897,prayer changes person who pray amazing god amen god jesus jesuslover jesuschrist jesusislord christianity,0,10,67,3,36,0,2024-04-12 03:03:55,kinha,rate,,
866,father lourd I am in your presence once again jesus,0,50,55,3,31,0,2024-04-11 03:46:09,kinha,rate,,
1102,I’m on a monomaniacal mission to help millions of our brothers and sisters  Formula so they reclaim intimacy with their greatest selves.mp4,0,51,51,4,37,0,2024-08-08 16:16:38,kinha,rate,,
590,Unknown Title,5,59,163,7,35,0,2023-12-11 05:32:39,kinha,rate,,
1226,Wisdom comes from knowing that what others say about you is not your reality. It’s their reality. #dailywisdom #inspiration #dailyawakenings,0,8,62,2,35,0,2024-09-01 17:30:48,kinha,rate,,
1232,How to overcome addictions… 🤯 - Tony Robbins - Credits_ Lewis Howes - #addictions #overcomingaddiction #realtalks #tonyrobbins,0,16,47,4,36,0,2024-09-01 17:37:40,kinha,rate,,
1208,Agree or disagree_ #dailywisdom #learningontiktok #motivation,0,53,81,4,34,2,2024-08-28 16:31:47,kinha,rate,,
696,I am with you,0,6,26,7,35,1,2024-04-02 09:44:02,kinha,rate,,
769,these orthodox monks,1,19,62,4,36,0,2024-04-04 03:45:05,kinha,rate,,
171,Unknown Title,0,46,91,6,27,0,2023-11-09 09:25:20,kinha,rate,,
131,Unknown Title,0,26,52,6,28,0,2023-11-08 17:48:08,kinha,rate,,
47,be aware...,0,16,56,5,26,0,2023-10-30 15:35:07,mike,rate,,
436,Unknown Title,0,63,72,7,26,0,2023-11-27 02:35:53,kinha,rate,,
419,Unknown Title,0,2,66,5,28,0,2023-11-24 04:11:53,kinha,rate,,
363,Unknown Title,0,20,55,9,26,0,2023-11-21 13:27:19,kinha,rate,,
916,Isaiah 43-18 This verse reminds us to forget about the past and don’t think about such things,0,9,27,3,24,0,2024-04-15 02:41:53,kinha,rate,,
1101,"Women are killing it, how do we lift up men to make better partners for them_ #wisdom #inspiration #motivation .mp4",1,57,84,6,17,0,2024-08-08 16:11:14,kinha,rate,,
781,introduction vid by-  King,0,40,41,5,30,0,2024-04-05 19:52:36,kinha,rate,,
633,The Perspective Limiter.,0,55,108,6,30,0,2024-01-11 18:33:04,tarak,rate,,
1060,Alpha and Omega 😱,1,20,100,5,31,0,2024-04-25 10:54:52,kinha,rate,,
512,Unknown Title,0,42,68,11,26,0,2023-12-02 12:57:09,kinha,rate,,
378,Unknown Title,0,21,58,5,17,0,2023-11-23 05:21:03,kinha,rate,,
782,follow my other acc-  - idea-  عظيم,0,4,62,9,34,0,2024-04-05 19:52:59,kinha,rate,,
386,Unknown Title,0,4,77,7,34,0,2023-11-23 05:31:36,kinha,rate,,
817,With God by your side nothing can stop you,0,27,83,6,38,0,2024-04-09 09:38:38,kinha,rate,,
865,Moment of prayer jesus god heavenly father,0,11,36,4,32,0,2024-04-11 03:45:48,kinha,rate,,
812,The story of St. Peter and the upside down cross,0,19,57,6,33,0,2024-04-09 09:36:38,kinha,rate,,
100,Unknown Title,0,43,74,9,37,1,2023-11-07 13:25:18,kinha,rate,,
85,Fun fact: Oscar Wilde was a homosexual. I think that sort of adds another layer of perspective to this quote. Almost as if he was viewing the relationships between men and women from an outside point of view.,0,19,58,7,22,0,2023-11-06 13:05:57,kinha,rate,,
137,Unknown Title,0,15,74,10,20,0,2023-11-08 18:14:39,kinha,rate,,
176,AI Voice Edits take over Social Media,0,29,31,11,34,0,2023-11-09 10:51:11,kinha,rate,,
362,Unknown Title,0,28,61,11,21,0,2023-11-21 13:26:51,kinha,rate,,
837,No more things of this world Amen,0,2,74,9,24,0,2024-04-10 17:28:11,kinha,rate,,
166,Unknown Title,0,62,49,8,14,0,2023-11-09 09:23:37,kinha,rate,,
209,Unknown Title,0,25,92,7,30,0,2023-11-13 10:32:15,kinha,rate,,
19,WE ARE MADE OF STARS,0,63,137,20,16,1,2023-10-23 22:11:52,afrobeezy,rate,,
16,act now!,0,45,67,11,22,0,2023-10-23 21:59:56,afrobeezy,rate,,
788,Prayer before bed,1,52,26,6,35,0,2024-04-08 05:14:33,kinha,rate,,
775,part 2,0,49,76,4,33,0,2024-04-05 19:50:05,kinha,rate,,
29,How to be disciplined,0,42,74,8,35,0,2023-10-25 20:03:37,afrobeezy,rate,,
158,Unknown Title,0,56,95,9,28,0,2023-11-08 18:44:44,kinha,rate,,
175,Unknown Title,4,54,70,9,28,0,2023-11-09 09:27:05,kinha,rate,,
767,brazilian 🗣,1,30,53,15,17,0,2024-04-04 03:43:55,kinha,rate,,
38,meditate🧘‍♂️,0,45,87,16,16,0,2023-10-30 15:03:10,mike,rate,,
770,lucifer or LOSEfer,0,43,56,17,12,0,2024-04-04 03:45:37,kinha,rate,,
165,Unknown Title,0,16,92,15,19,0,2023-11-09 09:23:17,kinha,rate,,
540,Unknown Title,1,61,108,40,8,2,2023-12-04 08:15:31,kinha,rate,,
150,Unknown Title,0,27,86,27,13,1,2023-11-08 18:42:34,kinha,rate,,
1059,👉Bible Verse # 22 ✝ #Godisgood #jesuschrist,1,54,97,17,17,0,2024-04-25 10:54:27,kinha,rate,,
779,You really changed these past year what happen?,0,29,99,16,18,0,2024-04-05 19:51:50,kinha,rate,,
